Vậy thì tất cả sự chuẩn bị đó dành cho điều gì? Đây có phải là điều đáng sợ nhất đối với mình không?	So what was all this preparation for? Was this the scariest thing that’s going to happen to me?
Nhưng mọi thứ đã được lên kế hoạch và mình nhất quyết không bỏ cuộc. Ít nhất mình sẽ vẫn được trải nghiệm fashion week từ bên ngoài, góc nhìn của một newbie.	But I have planned so much for this and I will not give up. At least I will still experience fashion week from the outside from the angle of a newbie
Và mình đã cố gắng quay lại hết tất cả trải nghiệm để cùng chia sẻ với mọi người.	and I try to document everything, to video everything so I can share with all my audience,
Có lẽ nỗi sợ phí phạm và tiếc tiền vẫn là một sự thúc đẩy thật lớn lao trong mình. 	so maybe the fear of wasting money was something that really drives me.
Giữa chuyến đi mình bỗng nhận được lời mời dự show từ Louis Vuitton, và mình không ngờ được rằng show đầu tiên mình được tham dự sẽ ở hàng ghế front row.	In the midst of the trip, I got an invitation from Louis Vuitton and never could I imagine that the first show that I went to was gonna be front row
Và cũng từ chuyến đi này, mà cái tên Cô Em Trendy ra đời, kênh YouTube của mình được nhiều người biết đến, và mình trở thành nhà sáng tạo nội dung toàn thời gian. 	and from this trip the name CoEmTrendy was born. My YouTube channel reach so many more people and it became a full-time content creator.
Đây có lẽ là bước ngoặt lớn nhất, vì mình đã nhận ra rằng những nỗi sợ bên trong, hoặc sẽ níu mình lại, hoặc sẽ giúp mình bật thật xa,	This might be the biggest push in my career because I have realized that all my internal fears either will hold me back or will help me jump very far
tuỳ theo cách mình nhìn nhận nó. Mỗi lần vượt qua một nỗi sợ, mình lại nhận được những phần thưởng to lớn và giúp mình thêm tự tin mỗi khi đưa ra những quyết định lớn về tương lai.	depending how I look at it and every time I overcome a hurdle I receive a big reward that makes me more confident when making big future decisions.
Mình cảm thấy thông điệp mà vũ trụ gửi đến mình thật rõ ràng.	I feel that the message coming from the universe was quite clear.
Hãy làm việc hết mình và chuẩn bị thật kĩ càng, vì cơ hội sẽ luôn chờ đón mình ở tương lai.	Just do your best and prepare as much as you can because opportunities will always wait for you in the future.
Cũng từ đây, Linh quyết định đối diện với những nỗi sợ, liệu rằng mình có đủ giỏi, đủ kinh nghiệm, đủ bản lĩnh để lập một công ty riêng.	And from here I have decided to face all my fears, whether I’m good enough, I am experience enough or courageous enough to have my own company
Vì những nỗi sợ trên không là gì với nỗi sợ đứng im tại chỗ.	because all those fears are nothing compared to the fear of staying still in one place.
Hôm nay nhìn lại những phiên bản trước đây của Khánh Linh, Linh nhìn thấy ở mỗi cô đều có những sự sợ hãi riêng.	Today, looking back at all these different versions of me I saw that each of these girls have their own fear,
Nhưng các cô đều có chung mỗi nỗi sợ là không thay đổi, không trở nên tốt hơn.	but they all share a common fear of not changing of not becoming better.
Nếu bây giờ mình được gặp lại Khánh Linh lúc 16 tuổi, mình sẽ ôm cô ấy một cái thật chặt. Mình sẽ nói rằng “Sợ hãi không phải là yếu đuối.	So if I get to meet the little me when I was 16 years old, I would give her a very tight hug and I will tell her that "Fear does not equate weakness.
Thất bại không phải là kém cỏi. Chỉ cần em luôn cố gắng và không từ bỏ hy vọng thì sẽ luôn tìm thấy sức mạnh để đi tiếp trên bất cứ con đường nào mà em lựa chọn."	Failure does not equate inability if only you keep trying and never give up hope you will always find a power inside of you to work on any pets that you choose."
Và bây giờ khi đã có cho mình một team của rất nhiều Cô Em với những tính cách, sở trường và máu sắc khác nhau, mình đã không còn nỗi sợ cô đơn hay sợ chia sẻ với người khác về những đam mê trong công việc của mình	And now that I have my own team of so many girls of different colors personalities skills I no longer have fear of being alone,
vì mục đích và kỳ vọng của Linh bây giờ, lớn hơn cả chính bản thân mình.	or sharing my passion with others, because right now, the goal and expectation is bigger than myself.
Có những bài học chỉ học được từ sự thất bại, không phải từ sự chuẩn bị.	My takeaways from all this is that there are some lessons that can only be learned from failures, not from preparation.
Nếu không có những trải nghiệm đó thì sẽ không bao giờ biết được mình sẽ phải làm gì, cần gì để áp dụng cho những lần tiếp theo.	Without these experiences, you will never know what to do.
Indulge in self-reflection and positive self-talk: Cho bản thân thời gian để nhìn thấu vào bên trong, để xem mình muốn gì, cần gì, để dành cho bản thân những lời động viên tích cực.	Indulge in self reflection and positive self talk: give yourself time to look within to see what you like when you want and give yourself encouragement
Weigh your options: Cân nhắc những sự lựa chọn, những cơ hội đang có cùng lúc để chọn cái phù hợp nhất. Không phải cơ hội nào cũng lao vào.	Weigh your options: Not every opportunity is worth jumping in.
Act: Hành động! Just do it! Keep going!	Act: Just do it! Keep going!
Celebrate: Dù là thất bại hay thành công cũng nên hãy ăn mừng, mừng cho những bài học mình thu được,	Celebrate whether it’s failure or success: Don’t forget to celebrate, count all the lessons you’ve learned
mừng cho những trải nghiệm đã giúp mình trưởng thành hơn, mừng cho bản thân vì đã dũng cảm cho phép bản thân có cơ hội được phát triển.	and be happy for the experience that helps you grow and thank yourself for being brave enough to step out of your comfort zone.
